incident_id,shipment_id,tracking_number,carrier,origin,destination,incident_type,severity_level,incident_status,incident_date,delay_hours,weather_condition,traffic_level,route_risk_score,estimated_financial_loss_cad,resolution_action,resolution_time_hours,warehouse_id,driver_id
INC001466,SHP008291,TRK7164985317,Purolator,Halifax,Moncton,Mechanical Failure,Low,Resolved,2026-05-02 00:00:00,4,Cloudy,Low,8.85,2134.41,Refund Issued,38,WH-MTL-002,DRV01230
INC007770,SHP087746,TRK8341010418,Purolator,Halifax,Moncton,Address Issue,Low,Resolved,2026-05-31 23:00:00,4,Rain,Medium,20.35,2233.56,Delivery Rescheduled,77,WH-VAN-005,DRV01860
INC001204,SHP022537,TRK6855469317,DHL,Calgary,Edmonton,Weather Delay,Low,Resolved,2026-02-01 15:00:00,1,Clear,High,15.78,2136.15,Warehouse Escalation,63,WH-OTT-006,DRV00640
INC006163,SHP003303,TRK7418997117,FedEx,Vancouver,Kelowna,Lost Package,High,Resolved,2026-03-24 19:00:00,2,Rain,Medium,19.3,2381.34,Driver Reassigned,83,WH-TOR-001,DRV01483
INC004643,SHP071861,TRK1865453376,UPS,Ottawa,Toronto,Damaged Shipment,Medium,Resolved,2026-06-13 13:00:00,1,Clear,High,15.78,457.19,Warehouse Escalation,57,WH-MTL-002,DRV00641
INC009821,SHP011757,TRK4727248122,Canada Post,Ottawa,Toronto,Weather Delay,Critical,Resolved,2026-01-20 10:00:00,2,Storm,Medium,36.8,2042.55,Carrier Investigation,27,WH-MTL-002,DRV01291
INC007053,SHP077234,TRK9603526428,UPS,Calgary,Edmonton,Warehouse Processing Delay,Medium,Under Investigation,2026-01-16 03:00:00,12,Clear,Medium,14.05,312.45,Shipment Reprocessed,40,WH-OTT-006,DRV02031
INC004398,SHP005140,TRK7014344169,DHL,Halifax,Moncton,Failed Delivery Attempt,Low,Resolved,2026-05-22 12:00:00,48,Cloudy,Medium,36.45,1021.96,Delivery Rescheduled,21,WH-CGY-004,DRV00519
INC019732,SHP092061,TRK6694373463,DHL,Ottawa,Toronto,Address Issue,Medium,Resolved,2026-03-15 11:00:00,12,Snow,Medium,33.3,993.47,Shipment Reprocessed,27,WH-HFX-003,DRV00716
INC018091,SHP064983,TRK6810979105,FedEx,Calgary,Edmonton,Lost Package,Critical,Under Investigation,2026-06-01 18:00:00,24,Rain,Low,26.35,1863.73,Customer Notified,55,WH-TOR-001,DRV00028
INC007080,SHP057128,TRK4626452201,Canada Post,Halifax,Moncton,Address Issue,Medium,Resolved,2026-04-21 02:00:00,12,Fog,Medium,28.05,538.0,Carrier Investigation,22,WH-HFX-003,DRV01495
INC019392,SHP027156,TRK7215707149,Purolator,Ottawa,Toronto,Damaged Shipment,Medium,Under Investigation,2026-02-03 00:00:00,4,Fog,High,31.35,1111.22,Driver Reassigned,34,WH-CGY-004,DRV00293
INC011766,SHP039112,TRK4388429754,DHL,Calgary,Edmonton,Customs Hold,Critical,Resolved,2026-03-08 18:00:00,8,Snow,Medium,31.2,817.67,Refund Issued,46,WH-HFX-003,DRV01702
INC009090,SHP066426,TRK8067596423,DHL,Ottawa,Toronto,Traffic Disruption,Low,Resolved,2026-06-17 15:00:00,12,Rain,Low,20.05,1545.55,Driver Reassigned,92,WH-MTL-002,DRV01421
INC004211,SHP006528,TRK7984948922,FedEx,Vancouver,Kelowna,Weather Delay,Low,Under Investigation,2026-06-15 20:00:00,0,Storm,Severe,50.75,1483.86,Shipment Reprocessed,42,WH-TOR-001,DRV00365
INC023892,SHP065825,TRK5028112170,Canada Post,Ottawa,Toronto,Warehouse Processing Delay,High,Resolved,2026-03-23 23:00:00,4,Clear,Low,5.35,2413.98,Carrier Investigation,80,WH-HFX-003,DRV01704
INC020392,SHP090618,TRK9722132303,DHL,Toronto,Montreal,Carrier Delay,Medium,Resolved,2026-03-21 18:00:00,1,Clear,Low,3.78,671.74,Delivery Rescheduled,14,WH-TOR-001,DRV01240
INC013829,SHP096925,TRK5433477407,Canada Post,Toronto,Montreal,Weather Delay,Low,Resolved,2026-01-22 20:00:00,12,Clear,High,21.55,2014.33,Shipment Reprocessed,78,WH-OTT-006,DRV02348
INC002437,SHP084206,TRK9040464590,UPS,Halifax,Moncton,Failed Delivery Attempt,High,Resolved,2026-04-30 17:00:00,4,Rain,Medium,20.35,528.4,Carrier Investigation,87,WH-MTL-002,DRV01270
INC018018,SHP056966,TRK7686663633,FedEx,Ottawa,Toronto,Weather Delay,Medium,Resolved,2026-05-04 00:00:00,4,Clear,Medium,9.85,2423.33,Refund Issued,20,WH-VAN-005,DRV00503
INC008355,SHP031833,TRK4839405762,Purolator,Vancouver,Kelowna,Weather Delay,Medium,Resolved,2026-05-15 07:00:00,12,Snow,High,40.8,879.22,Shipment Reprocessed,89,WH-HFX-003,DRV00982
INC008542,SHP035952,TRK5969076673,Purolator,Vancouver,Kelowna,Customs Hold,Low,Under Investigation,2026-06-08 19:00:00,12,Fog,Low,23.55,465.67,Refund Issued,91,WH-VAN-005,DRV01899
INC012511,SHP094601,TRK1840747744,UPS,Vancouver,Kelowna,Traffic Disruption,Low,Resolved,2026-01-24 16:00:00,8,Snow,Medium,31.2,1860.76,Carrier Investigation,26,WH-OTT-006,DRV01349
INC021292,SHP094099,TRK2883015684,FedEx,Calgary,Edmonton,Failed Delivery Attempt,High,Resolved,2026-01-31 06:00:00,24,Fog,Low,29.85,2190.92,Warehouse Escalation,93,WH-OTT-006,DRV00827
INC005352,SHP051799,TRK3805569318,UPS,Halifax,Moncton,Weather Delay,Low,Resolved,2026-04-06 14:00:00,2,Clear,Medium,8.8,649.79,Route Reassigned,29,WH-HFX-003,DRV01636
INC013110,SHP057170,TRK9712500354,UPS,Calgary,Edmonton,Customs Hold,Medium,Resolved,2026-04-01 02:00:00,1,Cloudy,High,19.27,1685.16,Delivery Rescheduled,86,WH-VAN-005,DRV02482
INC014945,SHP018846,TRK1624142486,UPS,Toronto,Montreal,Carrier Delay,Low,Resolved,2026-06-23 13:00:00,8,Cloudy,Severe,30.45,1836.7,Warehouse Escalation,67,WH-CGY-004,DRV01953
INC002729,SHP018895,TRK8072678433,Purolator,Toronto,Montreal,Address Issue,Low,Under Investigation,2026-03-29 07:00:00,24,Clear,Low,15.85,2351.03,Route Reassigned,40,WH-HFX-003,DRV01176
INC008329,SHP061243,TRK9979840804,Canada Post,Vancouver,Kelowna,Address Issue,Low,Under Investigation,2026-06-26 16:00:00,4,Cloudy,Medium,13.35,2084.02,Shipment Reprocessed,6,WH-CGY-004,DRV00177
INC022169,SHP014174,TRK7097307177,Canada Post,Vancouver,Kelowna,Carrier Delay,High,Open,2026-04-12 08:00:00,2,Storm,Severe,51.8,1136.16,Carrier Investigation,9,WH-OTT-006,DRV00407
INC013938,SHP060322,TRK7339328276,DHL,Ottawa,Toronto,Weather Delay,Critical,Resolved,2026-01-19 23:00:00,8,Clear,Medium,11.95,1516.47,Warehouse Escalation,88,WH-TOR-001,DRV01660
INC022758,SHP063805,TRK4772594407,Canada Post,Vancouver,Kelowna,Address Issue,Medium,Resolved,2026-03-29 16:00:00,1,Clear,Low,3.78,363.69,Driver Reassigned,38,WH-VAN-005,DRV02005
INC004694,SHP001574,TRK7560872609,DHL,Vancouver,Kelowna,Lost Package,High,Resolved,2026-01-02 04:00:00,4,Cloudy,Medium,13.35,2047.1,Customer Notified,55,WH-MTL-002,DRV01673
INC017561,SHP076352,TRK8865946334,FedEx,Ottawa,Toronto,Lost Package,Medium,Resolved,2026-05-29 11:00:00,1,Clear,Medium,8.28,1890.42,Refund Issued,69,WH-OTT-006,DRV00470
INC006677,SHP034253,TRK2774603835,Purolator,Ottawa,Toronto,Failed Delivery Attempt,Low,Resolved,2026-02-26 18:00:00,1,Clear,Medium,8.28,375.76,Shipment Reprocessed,47,WH-TOR-001,DRV01289
INC002313,SHP031760,TRK7513397695,FedEx,Toronto,Montreal,Traffic Disruption,Medium,Escalated,2026-06-02 14:00:00,2,Cloudy,Medium,12.3,1109.34,Delivery Rescheduled,83,WH-HFX-003,DRV00801
INC020630,SHP022316,TRK7140469908,Purolator,Ottawa,Toronto,Failed Delivery Attempt,Low,Resolved,2026-02-26 06:00:00,24,Clear,Low,15.85,1612.05,Warehouse Escalation,81,WH-CGY-004,DRV01006
INC024009,SHP072818,TRK8799376878,Purolator,Halifax,Moncton,Warehouse Processing Delay,Medium,Open,2026-06-24 17:00:00,1,Snow,Low,23.02,2437.12,Customer Notified,76,WH-CGY-004,DRV01661
INC008828,SHP047244,TRK3990610099,Purolator,Ottawa,Toronto,Weather Delay,Critical,Resolved,2026-01-09 19:00:00,8,Rain,High,29.95,2287.49,Shipment Reprocessed,17,WH-TOR-001,DRV01631
INC020747,SHP068260,TRK1119829446,Purolator,Calgary,Edmonton,Damaged Shipment,Medium,Under Investigation,2026-01-12 10:00:00,8,Clear,High,19.45,2322.61,Shipment Reprocessed,78,WH-VAN-005,DRV01208
INC022833,SHP015462,TRK7890345908,FedEx,Toronto,Montreal,Weather Delay,Low,Resolved,2026-06-23 20:00:00,0,Storm,Severe,50.75,373.87,Route Reassigned,61,WH-CGY-004,DRV00343
INC021155,SHP057176,TRK9334345867,DHL,Vancouver,Kelowna,Damaged Shipment,High,Resolved,2026-03-03 12:00:00,2,Clear,High,16.3,2188.93,Carrier Investigation,95,WH-HFX-003,DRV00554
INC006313,SHP081241,TRK9654992780,DHL,Halifax,Moncton,Damaged Shipment,Low,Resolved,2026-02-08 12:00:00,2,Fog,Medium,22.8,2459.57,Customer Notified,2,WH-TOR-001,DRV00844
INC023411,SHP079687,TRK1741723626,UPS,Ottawa,Toronto,Weather Delay,Medium,Open,2026-04-13 21:00:00,72,Clear,High,43.25,516.99,Driver Reassigned,17,WH-CGY-004,DRV02238
INC012195,SHP020630,TRK5829833366,Canada Post,Ottawa,Toronto,Warehouse Processing Delay,Medium,Escalated,2026-01-18 07:00:00,24,Cloudy,Low,19.35,1058.46,Delivery Rescheduled,8,WH-OTT-006,DRV02010
INC018470,SHP021070,TRK7309777698,FedEx,Calgary,Edmonton,Traffic Disruption,High,Escalated,2026-02-04 09:00:00,2,Rain,Low,14.8,1841.64,Customer Notified,14,WH-VAN-005,DRV01882
INC021539,SHP087994,TRK3583204496,UPS,Toronto,Montreal,Weather Delay,Low,Resolved,2026-01-31 09:00:00,12,Clear,Low,9.55,170.11,Refund Issued,90,WH-VAN-005,DRV02192
INC021227,SHP081751,TRK5026127586,Purolator,Vancouver,Kelowna,Address Issue,Medium,Resolved,2026-02-20 09:00:00,72,Clear,Medium,35.75,1300.83,Warehouse Escalation,42,WH-TOR-001,DRV00326
INC016759,SHP080506,TRK9881293283,FedEx,Vancouver,Kelowna,Customs Hold,Low,Open,2026-05-24 20:00:00,8,Rain,High,29.95,306.26,Refund Issued,46,WH-OTT-006,DRV00876
INC019823,SHP090797,TRK8459149025,DHL,Halifax,Moncton,Traffic Disruption,Low,Open,2026-05-27 23:00:00,1,Snow,Medium,27.52,1699.09,Refund Issued,72,WH-OTT-006,DRV02003
INC005376,SHP052593,TRK5868445447,DHL,Halifax,Moncton,Weather Delay,Medium,Escalated,2026-04-08 14:00:00,24,Clear,Low,15.85,888.08,Refund Issued,3,WH-TOR-001,DRV02434
INC013753,SHP003931,TRK5501902568,Purolator,Calgary,Edmonton,Damaged Shipment,High,Resolved,2026-06-13 04:00:00,4,Cloudy,Low,8.85,137.68,Refund Issued,55,WH-VAN-005,DRV01583
INC005030,SHP074342,TRK4133595607,FedEx,Halifax,Moncton,Weather Delay,Low,Under Investigation,2026-05-08 22:00:00,1,Cloudy,Low,7.28,1428.93,Delivery Rescheduled,60,WH-MTL-002,DRV00970
INC010367,SHP065937,TRK6065979954,DHL,Toronto,Montreal,Weather Delay,Low,Under Investigation,2026-05-30 00:00:00,8,Cloudy,Medium,15.45,1565.61,Delivery Rescheduled,26,WH-HFX-003,DRV00942
INC014210,SHP089034,TRK1705975764,Purolator,Vancouver,Kelowna,Weather Delay,Critical,Under Investigation,2026-02-22 05:00:00,0,Storm,High,43.25,1489.71,Carrier Investigation,18,WH-VAN-005,DRV01530
INC012418,SHP099532,TRK4983910223,UPS,Vancouver,Kelowna,Carrier Delay,High,Escalated,2026-04-18 09:00:00,2,Cloudy,Low,7.8,1060.75,Refund Issued,45,WH-HFX-003,DRV00430
INC000850,SHP018803,TRK5068606155,UPS,Vancouver,Kelowna,Lost Package,Medium,Under Investigation,2026-05-18 15:00:00,8,Clear,Low,7.45,1060.3,Customer Notified,64,WH-OTT-006,DRV02391
INC019780,SHP061153,TRK3603780710,FedEx,Calgary,Edmonton,Weather Delay,Low,Escalated,2026-05-07 04:00:00,12,Cloudy,Medium,17.55,1129.93,Customer Notified,27,WH-MTL-002,DRV02120
INC008111,SHP018667,TRK2344010270,Canada Post,Ottawa,Toronto,Address Issue,Medium,Resolved,2026-02-15 00:00:00,2,Rain,High,26.8,593.79,Shipment Reprocessed,81,WH-MTL-002,DRV00083
INC002541,SHP037797,TRK3210693630,Canada Post,Ottawa,Toronto,Traffic Disruption,High,Resolved,2026-04-20 20:00:00,2,Clear,Low,4.3,2138.27,Delivery Rescheduled,93,WH-HFX-003,DRV01339
INC008852,SHP055687,TRK7398898471,FedEx,Halifax,Moncton,Mechanical Failure,Medium,Escalated,2026-06-10 18:00:00,24,Fog,Low,29.85,1871.59,Warehouse Escalation,19,WH-MTL-002,DRV02229
INC004084,SHP049075,TRK8218882756,Purolator,Ottawa,Toronto,Address Issue,High,Resolved,2026-04-22 17:00:00,2,Clear,Low,4.3,1770.76,Carrier Investigation,5,WH-MTL-002,DRV01121
INC017416,SHP073988,TRK6532426305,FedEx,Halifax,Moncton,Failed Delivery Attempt,Critical,Escalated,2026-06-05 22:00:00,2,Clear,Medium,8.8,1597.93,Refund Issued,32,WH-TOR-001,DRV02095
INC003605,SHP045984,TRK6568170770,Canada Post,Vancouver,Kelowna,Weather Delay,Low,Resolved,2026-02-26 01:00:00,2,Snow,Medium,28.05,1895.28,Route Reassigned,88,WH-HFX-003,DRV01956
INC022413,SHP051337,TRK6579890917,DHL,Ottawa,Toronto,Failed Delivery Attempt,Low,Resolved,2026-03-25 12:00:00,4,Clear,Low,5.35,1662.87,Refund Issued,56,WH-HFX-003,DRV00454
INC017969,SHP002132,TRK7954044659,Purolator,Ottawa,Toronto,Customs Hold,Low,Resolved,2026-01-04 08:00:00,1,Clear,High,15.78,2106.5,Refund Issued,93,WH-OTT-006,DRV00192
INC013330,SHP002547,TRK8019225995,DHL,Halifax,Moncton,Failed Delivery Attempt,Low,Open,2026-05-09 16:00:00,2,Clear,Medium,8.8,1129.77,Route Reassigned,10,WH-CGY-004,DRV01773
INC002162,SHP047375,TRK1378038536,Purolator,Calgary,Edmonton,Failed Delivery Attempt,Low,Resolved,2026-05-22 04:00:00,2,Snow,Medium,28.05,1484.44,Refund Issued,82,WH-VAN-005,DRV02015
INC010793,SHP099492,TRK7498518926,DHL,Ottawa,Toronto,Damaged Shipment,Low,Escalated,2026-01-23 06:00:00,24,Cloudy,High,31.35,541.09,Refund Issued,26,WH-HFX-003,DRV00836
INC020978,SHP081187,TRK3055336887,Purolator,Toronto,Montreal,Traffic Disruption,Low,Resolved,2026-06-28 04:00:00,2,Clear,Medium,8.8,1804.66,Driver Reassigned,8,WH-OTT-006,DRV00329
INC002916,SHP015998,TRK4605172120,Canada Post,Vancouver,Kelowna,Address Issue,Critical,Escalated,2026-03-11 13:00:00,2,Snow,Medium,28.05,693.0,Shipment Reprocessed,71,WH-MTL-002,DRV02156
INC011889,SHP074499,TRK6729992168,FedEx,Calgary,Edmonton,Weather Delay,Low,Under Investigation,2026-03-17 13:00:00,1,Cloudy,High,19.27,2463.44,Carrier Investigation,39,WH-VAN-005,DRV01870
INC010929,SHP030492,TRK2437141363,Canada Post,Toronto,Montreal,Damaged Shipment,Low,Open,2026-06-09 00:00:00,2,Fog,Low,18.3,1949.34,Driver Reassigned,39,WH-OTT-006,DRV01999
INC008954,SHP096401,TRK4338520044,DHL,Halifax,Moncton,Address Issue,Medium,Resolved,2026-02-23 21:00:00,2,Snow,High,35.55,1307.68,Delivery Rescheduled,92,WH-VAN-005,DRV01173
INC004795,SHP021958,TRK9627920813,Purolator,Toronto,Montreal,Customs Hold,Medium,Resolved,2026-02-09 15:00:00,8,Snow,Low,26.7,1345.67,Customer Notified,93,WH-CGY-004,DRV01882
INC007398,SHP021829,TRK8162880686,UPS,Toronto,Montreal,Weather Delay,Medium,Escalated,2026-04-13 17:00:00,48,Fog,Medium,46.95,1086.17,Delivery Rescheduled,28,WH-CGY-004,DRV01577
INC008967,SHP047470,TRK7337831976,Canada Post,Calgary,Edmonton,Weather Delay,Medium,Resolved,2026-03-04 21:00:00,1,Clear,High,15.78,2158.64,Route Reassigned,45,WH-CGY-004,DRV00444
INC000324,SHP064073,TRK8028180073,Canada Post,Halifax,Moncton,Failed Delivery Attempt,Medium,Under Investigation,2026-02-10 11:00:00,4,Snow,Medium,29.1,181.95,Warehouse Escalation,87,WH-VAN-005,DRV00975
INC003210,SHP049413,TRK8969148755,FedEx,Ottawa,Toronto,Weather Delay,Low,Resolved,2026-01-05 06:00:00,8,Rain,High,29.95,1431.67,Shipment Reprocessed,33,WH-MTL-002,DRV00944
INC012359,SHP068703,TRK8398575424,UPS,Ottawa,Toronto,Weather Delay,Low,Escalated,2026-04-20 07:00:00,2,Clear,Medium,8.8,168.72,Driver Reassigned,43,WH-MTL-002,DRV01438
INC007282,SHP087010,TRK8279902205,FedEx,Toronto,Montreal,Traffic Disruption,Critical,Open,2026-02-08 21:00:00,48,Cloudy,Low,31.95,940.41,Delivery Rescheduled,78,WH-MTL-002,DRV00121
INC012408,SHP040117,TRK5335421890,FedEx,Ottawa,Toronto,Customs Hold,Low,Resolved,2026-02-28 15:00:00,4,Cloudy,High,20.85,854.94,Delivery Rescheduled,89,WH-CGY-004,DRV02310
INC003441,SHP085432,TRK1101690389,DHL,Vancouver,Kelowna,Damaged Shipment,Medium,Resolved,2026-05-26 16:00:00,4,Cloudy,Low,8.85,1665.32,Driver Reassigned,22,WH-CGY-004,DRV02047
INC004047,SHP052038,TRK7154574157,Purolator,Toronto,Montreal,Weather Delay,Low,Open,2026-03-05 22:00:00,1,Clear,High,15.78,425.47,Customer Notified,18,WH-HFX-003,DRV00684
INC005759,SHP025821,TRK1863426231,Purolator,Calgary,Edmonton,Weather Delay,Medium,Resolved,2026-04-14 09:00:00,2,Clear,Low,4.3,357.16,Refund Issued,29,WH-VAN-005,DRV02328
INC017252,SHP072855,TRK4771066535,Canada Post,Vancouver,Kelowna,Traffic Disruption,Low,Resolved,2026-03-10 18:00:00,1,Fog,High,29.78,2187.55,Refund Issued,33,WH-CGY-004,DRV00954
INC023866,SHP029737,TRK3240736398,Purolator,Ottawa,Toronto,Customs Hold,Low,Resolved,2026-02-17 17:00:00,12,Clear,Low,9.55,1563.49,Carrier Investigation,54,WH-VAN-005,DRV01212
INC010046,SHP074088,TRK1168281811,FedEx,Calgary,Edmonton,Warehouse Processing Delay,Medium,Resolved,2026-05-07 08:00:00,8,Clear,Low,7.45,668.5,Shipment Reprocessed,46,WH-MTL-002,DRV00833
INC019295,SHP078229,TRK8856380803,Canada Post,Toronto,Montreal,Weather Delay,High,Resolved,2026-02-10 18:00:00,12,Clear,Low,9.55,1571.38,Refund Issued,6,WH-TOR-001,DRV02474
INC016044,SHP010228,TRK4999707128,FedEx,Halifax,Moncton,Customs Hold,Low,Under Investigation,2026-05-10 12:00:00,2,Fog,Medium,22.8,105.96,Shipment Reprocessed,21,WH-VAN-005,DRV00406
INC003131,SHP038319,TRK7505910060,DHL,Vancouver,Kelowna,Mechanical Failure,Medium,Resolved,2026-03-13 10:00:00,12,Clear,Low,9.55,2478.17,Customer Notified,2,WH-TOR-001,DRV01512
INC017333,SHP069619,TRK6630635694,Purolator,Halifax,Moncton,Weather Delay,Medium,Resolved,2026-05-21 01:00:00,8,Rain,High,29.95,1265.74,Shipment Reprocessed,12,WH-MTL-002,DRV01919
INC011433,SHP076768,TRK4040456649,Purolator,Halifax,Moncton,Damaged Shipment,High,Resolved,2026-01-12 08:00:00,12,Rain,Medium,24.55,2188.5,Shipment Reprocessed,66,WH-OTT-006,DRV00029
INC022953,SHP073127,TRK1453066295,UPS,Ottawa,Toronto,Customs Hold,High,Resolved,2026-05-29 16:00:00,8,Snow,Medium,31.2,2055.46,Shipment Reprocessed,71,WH-CGY-004,DRV01918
INC018749,SHP023549,TRK2875986088,DHL,Toronto,Montreal,Weather Delay,High,Under Investigation,2026-02-05 11:00:00,24,Cloudy,Medium,23.85,613.45,Driver Reassigned,52,WH-OTT-006,DRV00131
INC009241,SHP037007,TRK9960751778,Purolator,Toronto,Montreal,Customs Hold,Low,Under Investigation,2026-05-10 11:00:00,8,Snow,High,38.7,1583.64,Shipment Reprocessed,15,WH-VAN-005,DRV00161
INC018073,SHP028491,TRK5950373636,Canada Post,Ottawa,Toronto,Failed Delivery Attempt,High,Under Investigation,2026-05-23 10:00:00,1,Cloudy,High,19.27,838.17,Shipment Reprocessed,75,WH-HFX-003,DRV00454
INC008882,SHP044440,TRK2962974561,UPS,Ottawa,Toronto,Weather Delay,High,Resolved,2026-04-27 04:00:00,48,Cloudy,Low,31.95,2322.07,Customer Notified,6,WH-HFX-003,DRV00872
INC019906,SHP046428,TRK5315404256,Purolator,Toronto,Montreal,Weather Delay,Low,Escalated,2026-02-25 02:00:00,48,Clear,Medium,32.95,1561.98,Delivery Rescheduled,81,WH-TOR-001,DRV00229
INC003247,SHP078915,TRK2362417314,Purolator,Halifax,Moncton,Address Issue,Low,Resolved,2026-04-11 14:00:00,0,Storm,High,43.25,1039.52,Refund Issued,63,WH-TOR-001,DRV00479
INC001572,SHP048207,TRK1731620121,Purolator,Vancouver,Kelowna,Weather Delay,High,Escalated,2026-02-07 14:00:00,2,Storm,Medium,36.8,1172.79,Route Reassigned,84,WH-OTT-006,DRV00708
INC005596,SHP074367,TRK8229043687,DHL,Vancouver,Kelowna,Weather Delay,Medium,Resolved,2026-03-24 23:00:00,0,Snow,Severe,42.0,1211.9,Driver Reassigned,12,WH-TOR-001,DRV01544
INC010421,SHP037425,TRK3958224400,Canada Post,Vancouver,Kelowna,Traffic Disruption,Medium,Open,2026-01-25 22:00:00,1,Clear,High,15.78,2228.78,Carrier Investigation,21,WH-VAN-005,DRV02363
INC024638,SHP083716,TRK2143272684,UPS,Toronto,Montreal,Failed Delivery Attempt,Medium,Resolved,2026-04-15 00:00:00,8,Clear,High,19.45,251.29,Driver Reassigned,42,WH-OTT-006,DRV02223
INC012766,SHP036703,TRK7010846094,UPS,Ottawa,Toronto,Address Issue,High,Resolved,2026-02-07 20:00:00,24,Fog,Medium,34.35,2355.7,Delivery Rescheduled,3,WH-MTL-002,DRV00602
INC011311,SHP066480,TRK8103249874,DHL,Ottawa,Toronto,Carrier Delay,Low,Resolved,2026-01-07 03:00:00,4,Clear,High,17.35,374.33,Route Reassigned,59,WH-CGY-004,DRV01390
INC024291,SHP025704,TRK8087140835,UPS,Calgary,Edmonton,Damaged Shipment,Low,Under Investigation,2026-01-27 11:00:00,4,Rain,Medium,20.35,1635.87,Customer Notified,75,WH-VAN-005,DRV02270
INC022211,SHP029608,TRK2808203290,UPS,Halifax,Moncton,Damaged Shipment,High,Resolved,2026-01-24 01:00:00,4,Rain,High,27.85,739.16,Refund Issued,28,WH-VAN-005,DRV02348
INC017423,SHP004453,TRK7150132277,Canada Post,Vancouver,Kelowna,Traffic Disruption,High,Resolved,2026-05-29 05:00:00,0,Storm,High,43.25,859.38,Delivery Rescheduled,14,WH-HFX-003,DRV01908
INC018078,SHP096189,TRK4482803176,FedEx,Vancouver,Kelowna,Weather Delay,Low,Under Investigation,2026-01-23 10:00:00,12,Storm,High,49.55,925.95,Driver Reassigned,23,WH-CGY-004,DRV00071
INC019485,SHP069577,TRK7510610285,Purolator,Ottawa,Toronto,Damaged Shipment,Medium,Under Investigation,2026-06-27 18:00:00,1,Storm,High,43.78,559.8,Warehouse Escalation,65,WH-OTT-006,DRV02342
INC013195,SHP096924,TRK1751758946,UPS,Ottawa,Toronto,Carrier Delay,Medium,Resolved,2026-05-08 06:00:00,4,Clear,Low,5.35,1856.86,Delivery Rescheduled,33,WH-CGY-004,DRV00641
INC015626,SHP097493,TRK6774970063,FedEx,Ottawa,Toronto,Damaged Shipment,Low,Escalated,2026-01-10 04:00:00,8,Clear,Medium,11.95,488.8,Customer Notified,18,WH-HFX-003,DRV00364
INC019409,SHP066594,TRK7976291458,UPS,Calgary,Edmonton,Customs Hold,High,Under Investigation,2026-04-27 19:00:00,2,Snow,Severe,43.05,2004.52,Route Reassigned,89,WH-VAN-005,DRV01880
INC004181,SHP078598,TRK9605213847,FedEx,Halifax,Moncton,Mechanical Failure,Low,Escalated,2026-05-16 04:00:00,2,Clear,Low,4.3,1532.6,Refund Issued,37,WH-MTL-002,DRV01670
INC008489,SHP019127,TRK6982933592,DHL,Calgary,Edmonton,Failed Delivery Attempt,Low,Resolved,2026-04-19 16:00:00,4,Cloudy,Medium,13.35,1146.77,Carrier Investigation,31,WH-VAN-005,DRV01348
INC000312,SHP024573,TRK5134523195,UPS,Halifax,Moncton,Lost Package,Low,Resolved,2026-04-19 18:00:00,1,Clear,Medium,8.28,1304.94,Refund Issued,9,WH-MTL-002,DRV01784
INC022501,SHP023293,TRK9127313677,DHL,Ottawa,Toronto,Weather Delay,Low,Open,2026-05-08 09:00:00,4,Rain,Low,15.85,57.13,Shipment Reprocessed,21,WH-MTL-002,DRV00050
INC016829,SHP008960,TRK9448472376,UPS,Calgary,Edmonton,Weather Delay,Medium,Resolved,2026-03-12 10:00:00,4,Cloudy,Low,8.85,1087.29,Refund Issued,58,WH-OTT-006,DRV00495
INC023371,SHP003055,TRK1959451313,DHL,Halifax,Moncton,Damaged Shipment,Low,Resolved,2026-05-21 05:00:00,12,Snow,Medium,33.3,2305.45,Delivery Rescheduled,68,WH-MTL-002,DRV01452
INC005096,SHP047414,TRK7747039150,Canada Post,Halifax,Moncton,Weather Delay,Low,Resolved,2026-05-29 15:00:00,2,Clear,Severe,23.8,756.78,Delivery Rescheduled,54,WH-MTL-002,DRV01693
INC021548,SHP067021,TRK9420382265,DHL,Ottawa,Toronto,Carrier Delay,Low,Resolved,2026-05-06 16:00:00,2,Clear,Low,4.3,1177.29,Carrier Investigation,71,WH-TOR-001,DRV01781
INC004141,SHP094573,TRK2148101990,FedEx,Toronto,Montreal,Damaged Shipment,High,Resolved,2026-06-26 11:00:00,8,Fog,High,33.45,1350.61,Customer Notified,18,WH-VAN-005,DRV01476
INC004676,SHP068561,TRK7694200276,Purolator,Ottawa,Toronto,Lost Package,Low,Resolved,2026-04-24 17:00:00,4,Cloudy,Medium,13.35,1132.69,Customer Notified,39,WH-TOR-001,DRV01976
INC012413,SHP044229,TRK3919401066,Purolator,Calgary,Edmonton,Failed Delivery Attempt,High,Resolved,2026-03-19 04:00:00,8,Snow,High,38.7,1621.24,Delivery Rescheduled,27,WH-OTT-006,DRV02317
INC018598,SHP033997,TRK9098358035,Canada Post,Vancouver,Kelowna,Traffic Disruption,Medium,Resolved,2026-06-07 08:00:00,8,Fog,Medium,25.95,109.17,Refund Issued,54,WH-OTT-006,DRV01022
INC024099,SHP006878,TRK9943547919,DHL,Vancouver,Kelowna,Lost Package,Low,Resolved,2026-03-25 16:00:00,8,Clear,Medium,11.95,1148.74,Shipment Reprocessed,8,WH-MTL-002,DRV00730
INC008762,SHP086692,TRK6231061789,UPS,Calgary,Edmonton,Weather Delay,Medium,Resolved,2026-03-14 20:00:00,48,Clear,High,40.45,168.59,Driver Reassigned,25,WH-CGY-004,DRV01596
