shipment_id,tracking_number,carrier,origin,destination,distance_km,estimated_duration_hours,shipment_date,estimated_delivery_date,actual_delivery_date,shipment_status,delay_hours,package_weight_kg,package_type,shipping_cost_cad,priority_level,service_level,customer_type,weather_condition,traffic_level,warehouse_id,driver_id,fuel_cost_cad,delivery_cost_cad,delay_reason,on_time_delivery,route_risk_score,risk_category,delivery_performance
SHP088655,TRK5554067107,UPS,Toronto,Montreal,543.55,8.66,2026-01-01,2026-01-03,2026-01-03,Delayed,12,31.7,Medium Parcel,90.31,Express,Overnight,Enterprise,Rain,Low,WH-CGY-004,DRV01585,157.32,247.63,Weather,0,20.05,Low,Delayed
SHP030540,TRK4844606221,FedEx,Calgary,Edmonton,300.44,4.62,2026-06-24,2026-06-25,2026-06-25,Delivered,0,26.53,Fragile,70.69,Standard,Priority,Enterprise,Clear,High,WH-OTT-006,DRV01725,99.25,169.94,None,1,15.25,Low,On Time
SHP021937,TRK5448481090,DHL,Vancouver,Kelowna,390.79,6.06,2026-02-04,2026-02-05,2026-02-05,Delivered,0,13.27,Fragile,70.56,Express,Overnight,Retail,Rain,Medium,WH-OTT-006,DRV00039,102.53,173.09,None,1,18.25,Low,On Time
SHP027378,TRK9205806446,FedEx,Calgary,Edmonton,300.44,4.62,2026-05-27,2026-05-28,2026-05-28,Delivered,0,33.19,Medium Parcel,73.85,Express,Overnight,Retail,Clear,Medium,WH-VAN-005,DRV01334,80.09,153.94,None,1,7.75,Low,On Time
SHP018305,TRK6820752935,Canada Post,Ottawa,Toronto,404.47,6.65,2026-02-01,2026-02-02,2026-02-02,Delivered,0,12.64,Medium Parcel,60.75,Same-Day,Ground,Enterprise,Clear,High,WH-CGY-004,DRV00787,118.22,178.97,None,1,15.25,Low,On Time
SHP032073,TRK8052941204,FedEx,Vancouver,Kelowna,390.79,6.06,2026-06-20,2026-06-21,2026-06-21,Delayed,12,36.93,Documents,87.8,Standard,Overnight,Business,Rain,High,WH-HFX-003,DRV01464,150.58,238.38,Carrier Delay,0,32.05,Medium,Delayed
SHP062592,TRK3975850932,DHL,Toronto,Montreal,543.55,8.66,2026-03-11,2026-03-13,2026-03-13,Delivered,0,36.52,Small Parcel,86.96,Express,Overnight,Retail,Clear,Medium,WH-VAN-005,DRV00195,173.54,260.5,None,1,7.75,Low,On Time
SHP055906,TRK2316316401,Canada Post,Calgary,Edmonton,300.44,4.62,2026-01-22,2026-01-23,2026-01-23,Delivered,0,25.94,Medium Parcel,67.44,Standard,Ground,Retail,Rain,Low,WH-TOR-001,DRV00215,73.33,140.77,None,1,13.75,Low,On Time
SHP046776,TRK3386733602,FedEx,Toronto,Montreal,543.55,8.66,2026-04-02,2026-04-04,2026-04-04,Minor Delay,2,13.78,Fragile,84.41,Standard,Overnight,Retail,Clear,Low,WH-CGY-004,DRV02197,112.42,196.83,Weather,0,4.3,Low,Slight Delay
SHP066864,TRK6143698170,FedEx,Toronto,Montreal,543.55,8.66,2026-04-05,2026-04-07,2026-04-07,Delivered,0,41.88,Documents,92.06,Express,Priority,Business,Snow,Low,WH-HFX-003,DRV01762,148.01,240.07,None,1,22.5,Low,On Time
SHP098185,TRK6397542044,FedEx,Ottawa,Toronto,404.47,6.65,2026-01-11,2026-01-12,2026-01-12,Delivered,0,3.37,Medium Parcel,57.49,Express,Ground,Retail,Rain,Medium,WH-TOR-001,DRV02086,155.93,213.42,None,1,18.25,Low,On Time
SHP046988,TRK6640263633,UPS,Toronto,Montreal,543.55,8.66,2026-03-30,2026-04-01,2026-04-01,Minor Delay,1,42.4,Fragile,105.83,Standard,Ground,Retail,Rain,Low,WH-OTT-006,DRV00516,151.76,257.59,Warehouse Delay,0,14.28,Low,Slight Delay
SHP072938,TRK3969228363,Canada Post,Halifax,Moncton,265.46,4.13,2026-04-19,2026-04-20,2026-04-20,Delivered,0,10.8,Medium Parcel,64.5,Same-Day,Ground,Enterprise,Clear,Medium,WH-TOR-001,DRV02161,93.14,157.64,None,1,7.75,Low,On Time
SHP070724,TRK2858968804,FedEx,Ottawa,Toronto,404.47,6.65,2026-05-06,2026-05-07,2026-05-07,Delivered,0,19.79,Fragile,85.87,Standard,Two-Day,Business,Clear,Medium,WH-TOR-001,DRV01756,143.78,229.65,None,1,7.75,Low,On Time
SHP021093,TRK2886829854,FedEx,Vancouver,Kelowna,390.79,6.06,2026-01-12,2026-01-13,2026-01-13,Delivered,0,36.94,Documents,80.98,Standard,Two-Day,Business,Clear,Medium,WH-VAN-005,DRV00973,125.01,205.99,None,1,7.75,Low,On Time
SHP014338,TRK3714037845,Purolator,Halifax,Moncton,265.46,4.13,2026-01-08,2026-01-09,2026-01-09,Delivered,0,5.64,Medium Parcel,42.97,Standard,Ground,Enterprise,Cloudy,Medium,WH-OTT-006,DRV00529,94.72,137.69,None,1,11.25,Low,On Time
SHP098667,TRK2545682494,Canada Post,Toronto,Montreal,543.55,8.66,2026-06-04,2026-06-06,2026-06-06,Delivered,0,34.83,Large Parcel,93.8,Express,Priority,Business,Clear,Low,WH-HFX-003,DRV01564,177.78,271.58,None,1,3.25,Low,On Time
SHP094489,TRK1773345307,Canada Post,Ottawa,Toronto,404.47,6.65,2026-04-08,2026-04-09,2026-04-09,Delivered,0,14.02,Fragile,73.3,Express,Priority,Business,Clear,Medium,WH-OTT-006,DRV00537,134.37,207.67,None,1,7.75,Low,On Time
SHP009666,TRK8438906896,DHL,Vancouver,Kelowna,390.79,6.06,2026-02-17,2026-02-18,2026-02-18,Delivered,0,41.29,Small Parcel,96.66,Express,Overnight,Retail,Fog,Low,WH-VAN-005,DRV02335,75.16,171.82,None,1,17.25,Low,On Time
SHP094053,TRK2461753315,FedEx,Vancouver,Kelowna,390.79,6.06,2026-03-30,2026-03-31,2026-03-31,Delivered,0,27.52,Electronics,68.92,Same-Day,Ground,Business,Snow,Low,WH-MTL-002,DRV00368,70.68,139.6,None,1,22.5,Low,On Time
SHP005771,TRK7684562156,UPS,Ottawa,Toronto,404.47,6.65,2026-04-16,2026-04-17,2026-04-17,Delivered,0,4.44,Large Parcel,64.5,Standard,Priority,Enterprise,Snow,Low,WH-HFX-003,DRV02183,128.26,192.76,None,1,22.5,Low,On Time
SHP008928,TRK8926263585,Canada Post,Vancouver,Kelowna,390.79,6.06,2026-01-27,2026-01-28,2026-01-28,Delivered,0,4.48,Medium Parcel,55.72,Same-Day,Two-Day,Retail,Clear,Severe,WH-MTL-002,DRV00754,108.48,164.2,None,1,22.75,Low,On Time
SHP061073,TRK4851356818,UPS,Vancouver,Kelowna,390.79,6.06,2026-06-10,2026-06-11,2026-06-11,Delivered,0,30.73,Large Parcel,75.99,Express,Overnight,Retail,Clear,Low,WH-HFX-003,DRV00952,163.21,239.2,None,1,3.25,Low,On Time
SHP051295,TRK5924630714,Purolator,Vancouver,Kelowna,390.79,6.06,2026-04-02,2026-04-03,2026-04-03,Delivered,0,16.4,Electronics,82.97,Same-Day,Two-Day,Enterprise,Rain,Low,WH-OTT-006,DRV01963,164.12,247.09,None,1,13.75,Low,On Time
SHP027741,TRK3056987184,UPS,Halifax,Moncton,265.46,4.13,2026-02-18,2026-02-19,2026-02-19,Delivered,0,11.52,Medium Parcel,67.68,Express,Two-Day,Business,Cloudy,Severe,WH-MTL-002,DRV02466,57.15,124.83,None,1,26.25,Medium,On Time
SHP093144,TRK6638718347,UPS,Halifax,Moncton,265.46,4.13,2026-05-26,2026-05-27,2026-05-27,Delivered,0,38.5,Small Parcel,74.35,Standard,Two-Day,Enterprise,Clear,Medium,WH-VAN-005,DRV00249,52.17,126.52,None,1,7.75,Low,On Time
SHP046731,TRK5011854949,UPS,Vancouver,Kelowna,390.79,6.06,2026-03-25,2026-03-26,2026-03-26,Delivered,0,8.72,Medium Parcel,74.57,Standard,Ground,Retail,Fog,High,WH-MTL-002,DRV02230,76.28,150.85,None,1,29.25,Medium,On Time
SHP090282,TRK3037108185,Purolator,Vancouver,Kelowna,390.79,6.06,2026-06-27,2026-06-28,2026-06-28,Delivered,0,33.48,Electronics,97.14,Standard,Two-Day,Business,Clear,Medium,WH-HFX-003,DRV01965,101.49,198.63,None,1,7.75,Low,On Time
SHP063655,TRK1568531754,UPS,Ottawa,Toronto,404.47,6.65,2026-01-23,2026-01-24,2026-01-26,Critical Delay,48,30.76,Documents,91.73,Express,Two-Day,Retail,Clear,Severe,WH-OTT-006,DRV01163,117.63,209.36,Warehouse Delay,0,47.95,Medium,Severely Delayed
SHP066310,TRK9493499315,FedEx,Toronto,Montreal,543.55,8.66,2026-03-29,2026-03-31,2026-03-31,Delivered,0,35.7,Electronics,105.63,Express,Overnight,Enterprise,Clear,High,WH-HFX-003,DRV01517,222.85,328.48,None,1,15.25,Low,On Time
SHP069899,TRK5974727386,Canada Post,Vancouver,Kelowna,390.79,6.06,2026-01-14,2026-01-15,2026-01-16,Delayed,24,38.12,Large Parcel,83.64,Standard,Overnight,Business,Snow,Low,WH-HFX-003,DRV01651,87.41,171.05,Traffic,0,35.1,Medium,Delayed
SHP071359,TRK2242538354,FedEx,Ottawa,Toronto,404.47,6.65,2026-04-03,2026-04-04,2026-04-04,Delayed,12,5.78,Small Parcel,66.32,Standard,Two-Day,Enterprise,Clear,Medium,WH-VAN-005,DRV02055,160.28,226.6,Traffic,0,14.05,Low,Delayed
SHP030453,TRK6653517940,UPS,Halifax,Moncton,265.46,4.13,2026-04-20,2026-04-21,2026-04-21,Delivered,0,10.43,Medium Parcel,54.24,Standard,Ground,Retail,Clear,Medium,WH-VAN-005,DRV02484,62.25,116.49,None,1,7.75,Low,On Time
SHP075463,TRK6881387578,UPS,Toronto,Montreal,543.55,8.66,2026-05-31,2026-06-02,2026-06-02,Minor Delay,2,25.39,Large Parcel,79.79,Express,Ground,Business,Snow,Medium,WH-TOR-001,DRV00524,130.09,209.88,Carrier Delay,0,28.05,Medium,Slight Delay
SHP098685,TRK5551323663,Canada Post,Ottawa,Toronto,404.47,6.65,2026-03-12,2026-03-13,2026-03-13,Delivered,0,11.11,Documents,71.15,Standard,Two-Day,Retail,Storm,High,WH-CGY-004,DRV00300,164.12,235.27,None,1,43.25,Medium,On Time
SHP002637,TRK8587288951,Purolator,Calgary,Edmonton,300.44,4.62,2026-06-20,2026-06-21,2026-06-21,Delivered,0,36.97,Fragile,78.1,Standard,Overnight,Retail,Cloudy,Low,WH-MTL-002,DRV01815,83.01,161.11,None,1,6.75,Low,On Time
SHP007624,TRK2945684265,UPS,Toronto,Montreal,543.55,8.66,2026-02-14,2026-02-16,2026-02-16,Minor Delay,8,24.84,Fragile,99.97,Standard,Overnight,Business,Snow,High,WH-MTL-002,DRV01442,147.86,247.83,Weather,0,38.7,Medium,Slight Delay
SHP060794,TRK5112262735,FedEx,Toronto,Montreal,543.55,8.66,2026-02-02,2026-02-04,2026-02-04,Delayed,12,34.2,Medium Parcel,84.42,Same-Day,Overnight,Business,Rain,Low,WH-MTL-002,DRV01306,221.19,305.61,Warehouse Delay,0,20.05,Low,Delayed
SHP025929,TRK4773606862,Canada Post,Halifax,Moncton,265.46,4.13,2026-06-29,2026-06-30,2026-06-30,Delivered,0,13.82,Electronics,53.21,Express,Ground,Business,Rain,Low,WH-CGY-004,DRV02231,99.78,152.99,None,1,13.75,Low,On Time
SHP058617,TRK3953805125,Purolator,Halifax,Moncton,265.46,4.13,2026-02-21,2026-02-22,2026-02-22,Delivered,0,34.0,Fragile,82.43,Standard,Priority,Business,Clear,Medium,WH-CGY-004,DRV02215,91.32,173.75,None,1,7.75,Low,On Time
SHP096172,TRK7392874758,DHL,Halifax,Moncton,265.46,4.13,2026-05-04,2026-05-05,2026-05-05,Minor Delay,1,40.61,Electronics,71.36,Same-Day,Ground,Enterprise,Rain,Low,WH-VAN-005,DRV01855,81.97,153.33,Traffic,0,14.28,Low,Slight Delay
SHP003927,TRK8893897101,DHL,Vancouver,Kelowna,390.79,6.06,2026-03-14,2026-03-15,2026-03-15,Delayed,12,10.1,Small Parcel,70.57,Express,Two-Day,Retail,Rain,Low,WH-HFX-003,DRV00381,150.82,221.39,Traffic,0,20.05,Low,Delayed
SHP031004,TRK7304279741,UPS,Calgary,Edmonton,300.44,4.62,2026-06-06,2026-06-07,2026-06-07,Delivered,0,1.36,Documents,60.63,Express,Two-Day,Business,Rain,High,WH-VAN-005,DRV01657,72.11,132.74,None,1,25.75,Medium,On Time
SHP047672,TRK2494972360,Purolator,Toronto,Montreal,543.55,8.66,2026-01-04,2026-01-06,2026-01-06,Delivered,0,39.34,Medium Parcel,111.18,Same-Day,Priority,Retail,Clear,High,WH-TOR-001,DRV00130,158.11,269.29,None,1,15.25,Low,On Time
SHP085070,TRK6958259944,DHL,Vancouver,Kelowna,390.79,6.06,2026-01-16,2026-01-17,2026-01-17,Delivered,0,39.75,Large Parcel,79.1,Standard,Priority,Enterprise,Clear,Medium,WH-MTL-002,DRV01583,70.89,149.99,None,1,7.75,Low,On Time
SHP097794,TRK3035112433,FedEx,Toronto,Montreal,543.55,8.66,2026-03-08,2026-03-10,2026-03-10,Delayed,12,18.54,Small Parcel,96.45,Express,Priority,Enterprise,Clear,Low,WH-MTL-002,DRV00364,209.16,305.61,Traffic,0,9.55,Low,Delayed
SHP092080,TRK4669711023,Canada Post,Halifax,Moncton,265.46,4.13,2026-03-08,2026-03-09,2026-03-09,Delivered,0,35.37,Documents,80.84,Same-Day,Ground,Enterprise,Clear,High,WH-OTT-006,DRV00320,55.72,136.56,None,1,15.25,Low,On Time
SHP072996,TRK3071739243,Canada Post,Halifax,Moncton,265.46,4.13,2026-04-03,2026-04-04,2026-04-04,Delivered,0,10.13,Small Parcel,51.91,Standard,Priority,Business,Clear,Medium,WH-OTT-006,DRV01143,58.0,109.91,None,1,7.75,Low,On Time
SHP069906,TRK5938751417,DHL,Calgary,Edmonton,300.44,4.62,2026-03-19,2026-03-20,2026-03-20,Delivered,0,25.95,Fragile,80.34,Standard,Two-Day,Retail,Clear,Medium,WH-TOR-001,DRV02205,100.66,181.0,None,1,7.75,Low,On Time
SHP032284,TRK6117422039,UPS,Ottawa,Toronto,404.47,6.65,2026-05-02,2026-05-03,2026-05-03,Delivered,0,14.15,Documents,64.25,Express,Overnight,Enterprise,Snow,Low,WH-MTL-002,DRV01147,135.85,200.1,None,1,22.5,Low,On Time
SHP007337,TRK2721537152,Canada Post,Ottawa,Toronto,404.47,6.65,2026-06-08,2026-06-09,2026-06-09,Delivered,0,26.23,Large Parcel,79.69,Standard,Overnight,Retail,Clear,High,WH-HFX-003,DRV01860,75.39,155.08,None,1,15.25,Low,On Time
SHP008400,TRK8489246396,UPS,Vancouver,Kelowna,390.79,6.06,2026-05-17,2026-05-18,2026-05-18,Delivered,0,35.07,Medium Parcel,83.69,Same-Day,Ground,Retail,Cloudy,Medium,WH-MTL-002,DRV01387,128.32,212.01,None,1,11.25,Low,On Time
SHP001368,TRK7915966690,FedEx,Calgary,Edmonton,300.44,4.62,2026-02-25,2026-02-26,2026-02-26,Delivered,0,0.77,Fragile,52.63,Standard,Two-Day,Enterprise,Cloudy,Medium,WH-HFX-003,DRV02280,89.14,141.77,None,1,11.25,Low,On Time
SHP078974,TRK5269989578,Canada Post,Toronto,Montreal,543.55,8.66,2026-01-08,2026-01-10,2026-01-10,Delivered,0,23.7,Electronics,78.19,Standard,Two-Day,Enterprise,Clear,Medium,WH-HFX-003,DRV00318,186.37,264.56,None,1,7.75,Low,On Time
SHP046168,TRK8914218182,FedEx,Ottawa,Toronto,404.47,6.65,2026-02-13,2026-02-14,2026-02-14,Minor Delay,2,20.37,Documents,86.25,Same-Day,Overnight,Retail,Fog,Low,WH-CGY-004,DRV00429,120.05,206.3,Warehouse Delay,0,18.3,Low,Slight Delay
SHP008897,TRK6046195414,UPS,Halifax,Moncton,265.46,4.13,2026-03-09,2026-03-10,2026-03-10,Delivered,0,32.81,Medium Parcel,79.56,Express,Priority,Enterprise,Clear,Low,WH-TOR-001,DRV00557,102.95,182.51,None,1,3.25,Low,On Time
SHP026594,TRK1966435834,Canada Post,Calgary,Edmonton,300.44,4.62,2026-04-30,2026-05-01,2026-05-01,Delivered,0,2.11,Fragile,53.71,Standard,Two-Day,Enterprise,Snow,Low,WH-VAN-005,DRV01535,86.63,140.34,None,1,22.5,Low,On Time
SHP058197,TRK4019321199,UPS,Toronto,Montreal,543.55,8.66,2026-03-06,2026-03-08,2026-03-08,Delivered,0,26.92,Electronics,85.41,Same-Day,Overnight,Business,Snow,High,WH-MTL-002,DRV02060,116.7,202.11,None,1,34.5,Medium,On Time
SHP079380,TRK5860205288,UPS,Ottawa,Toronto,404.47,6.65,2026-04-07,2026-04-08,2026-04-08,Delayed,12,15.48,Medium Parcel,64.21,Same-Day,Two-Day,Retail,Fog,Low,WH-OTT-006,DRV02239,129.77,193.98,Traffic,0,23.55,Low,Delayed
SHP050392,TRK2354590413,DHL,Halifax,Moncton,265.46,4.13,2026-05-06,2026-05-07,2026-05-07,Minor Delay,4,34.75,Medium Parcel,66.82,Same-Day,Two-Day,Retail,Rain,Medium,WH-VAN-005,DRV01313,103.28,170.1,Weather,0,20.35,Low,Slight Delay
SHP036390,TRK1353496136,UPS,Halifax,Moncton,265.46,4.13,2026-02-14,2026-02-15,2026-02-15,Delivered,0,38.82,Large Parcel,67.0,Standard,Two-Day,Business,Clear,Severe,WH-CGY-004,DRV00411,79.56,146.56,None,1,22.75,Low,On Time
SHP003246,TRK2056127783,UPS,Ottawa,Toronto,404.47,6.65,2026-01-14,2026-01-15,2026-01-15,Minor Delay,1,39.56,Small Parcel,82.44,Express,Ground,Retail,Clear,Low,WH-VAN-005,DRV02280,153.71,236.15,Traffic,0,3.78,Low,Slight Delay
SHP000446,TRK9956737801,Purolator,Calgary,Edmonton,300.44,4.62,2026-05-02,2026-05-03,2026-05-03,Delivered,0,28.13,Electronics,61.15,Standard,Ground,Business,Cloudy,Low,WH-VAN-005,DRV00244,85.24,146.39,None,1,6.75,Low,On Time
SHP024446,TRK6849106457,Purolator,Halifax,Moncton,265.46,4.13,2026-05-13,2026-05-14,2026-05-14,Delivered,0,38.36,Large Parcel,88.56,Standard,Overnight,Business,Fog,High,WH-MTL-002,DRV00005,55.62,144.18,None,1,29.25,Medium,On Time
SHP084266,TRK3522294770,Purolator,Vancouver,Kelowna,390.79,6.06,2026-05-22,2026-05-23,2026-05-23,Delivered,0,1.34,Fragile,70.08,Standard,Ground,Retail,Clear,Low,WH-MTL-002,DRV00035,134.82,204.9,None,1,3.25,Low,On Time
SHP010018,TRK8967536294,DHL,Calgary,Edmonton,300.44,4.62,2026-01-13,2026-01-14,2026-01-14,Delivered,0,23.18,Documents,81.97,Express,Overnight,Enterprise,Clear,Medium,WH-TOR-001,DRV01359,69.21,151.18,None,1,7.75,Low,On Time
SHP059669,TRK1781800145,FedEx,Calgary,Edmonton,300.44,4.62,2026-05-04,2026-05-05,2026-05-05,Delivered,0,44.55,Electronics,87.62,Same-Day,Two-Day,Business,Cloudy,Low,WH-HFX-003,DRV01671,101.42,189.04,None,1,6.75,Low,On Time
SHP039211,TRK6720995508,FedEx,Vancouver,Kelowna,390.79,6.06,2026-04-10,2026-04-11,2026-04-11,Delayed,12,3.29,Small Parcel,61.71,Express,Priority,Business,Snow,Low,WH-MTL-002,DRV00486,103.38,165.09,Weather,0,28.8,Medium,Delayed
SHP097175,TRK4266300214,DHL,Ottawa,Toronto,404.47,6.65,2026-05-15,2026-05-16,2026-05-16,Delivered,0,26.84,Fragile,85.09,Express,Ground,Business,Clear,Low,WH-HFX-003,DRV01190,164.1,249.19,None,1,3.25,Low,On Time
SHP009349,TRK8386322350,FedEx,Vancouver,Kelowna,390.79,6.06,2026-03-05,2026-03-06,2026-03-06,Minor Delay,4,3.19,Small Parcel,65.23,Express,Priority,Business,Snow,Low,WH-CGY-004,DRV00506,87.56,152.79,Traffic,0,24.6,Low,Slight Delay
SHP014368,TRK9874023048,FedEx,Vancouver,Kelowna,390.79,6.06,2026-01-30,2026-01-31,2026-01-31,Delivered,0,0.53,Large Parcel,62.91,Same-Day,Priority,Enterprise,Fog,Medium,WH-OTT-006,DRV00256,103.41,166.32,None,1,21.75,Low,On Time
SHP050803,TRK1962761917,UPS,Halifax,Moncton,265.46,4.13,2026-06-29,2026-06-30,2026-06-30,Delivered,0,23.72,Medium Parcel,73.59,Express,Ground,Retail,Storm,High,WH-MTL-002,DRV01753,102.28,175.87,None,1,43.25,Medium,On Time
SHP014200,TRK4198990010,Canada Post,Vancouver,Kelowna,390.79,6.06,2026-01-25,2026-01-26,2026-01-26,Delivered,0,13.77,Small Parcel,60.01,Same-Day,Two-Day,Retail,Rain,Medium,WH-HFX-003,DRV02026,109.96,169.97,None,1,18.25,Low,On Time
SHP093357,TRK4989028359,DHL,Calgary,Edmonton,300.44,4.62,2026-04-09,2026-04-10,2026-04-10,Delivered,0,11.51,Electronics,69.58,Express,Priority,Enterprise,Cloudy,Low,WH-VAN-005,DRV01913,115.35,184.93,None,1,6.75,Low,On Time
SHP072783,TRK9424322514,DHL,Toronto,Montreal,543.55,8.66,2026-02-16,2026-02-18,2026-02-18,Delivered,0,21.53,Documents,79.54,Express,Ground,Enterprise,Clear,Medium,WH-VAN-005,DRV01131,149.85,229.39,None,1,7.75,Low,On Time
SHP077362,TRK2341673272,Purolator,Vancouver,Kelowna,390.79,6.06,2026-01-14,2026-01-15,2026-01-15,Minor Delay,1,41.3,Fragile,82.05,Same-Day,Overnight,Retail,Cloudy,High,WH-VAN-005,DRV00388,156.71,238.76,Traffic,0,19.27,Low,Slight Delay
SHP052446,TRK4263914164,FedEx,Calgary,Edmonton,300.44,4.62,2026-05-14,2026-05-15,2026-05-15,Delivered,0,9.82,Small Parcel,69.98,Same-Day,Two-Day,Business,Clear,Severe,WH-HFX-003,DRV02097,97.42,167.4,None,1,22.75,Low,On Time
SHP004880,TRK1621967397,Canada Post,Vancouver,Kelowna,390.79,6.06,2026-01-14,2026-01-15,2026-01-15,Delivered,0,39.73,Documents,85.34,Express,Ground,Retail,Storm,Severe,WH-MTL-002,DRV00187,73.85,159.19,None,1,50.75,High,On Time
SHP019255,TRK3224759885,UPS,Toronto,Montreal,543.55,8.66,2026-03-25,2026-03-27,2026-03-27,Delivered,0,10.73,Fragile,66.07,Express,Overnight,Retail,Clear,Low,WH-CGY-004,DRV00054,204.75,270.82,None,1,3.25,Low,On Time
SHP051012,TRK3894454729,Purolator,Halifax,Moncton,265.46,4.13,2026-02-10,2026-02-11,2026-02-11,Delivered,0,5.79,Fragile,62.93,Same-Day,Ground,Retail,Fog,Medium,WH-CGY-004,DRV00318,87.89,150.82,None,1,21.75,Low,On Time
SHP083613,TRK1362235396,Canada Post,Toronto,Montreal,543.55,8.66,2026-03-13,2026-03-15,2026-03-15,Delivered,0,9.28,Large Parcel,66.51,Express,Overnight,Business,Fog,Low,WH-HFX-003,DRV00182,215.34,281.85,None,1,17.25,Low,On Time
SHP069611,TRK8110696971,FedEx,Ottawa,Toronto,404.47,6.65,2026-05-14,2026-05-15,2026-05-16,Delayed,24,1.43,Medium Parcel,45.69,Express,Priority,Retail,Clear,Medium,WH-OTT-006,DRV01553,161.84,207.53,Weather,0,20.35,Low,Delayed
SHP074899,TRK7214804227,UPS,Calgary,Edmonton,300.44,4.62,2026-05-25,2026-05-26,2026-05-26,Minor Delay,4,0.95,Large Parcel,62.15,Same-Day,Priority,Business,Cloudy,High,WH-OTT-006,DRV01579,125.59,187.74,Carrier Delay,0,20.85,Low,Slight Delay
SHP085282,TRK7846407609,DHL,Vancouver,Kelowna,390.79,6.06,2026-04-05,2026-04-06,2026-04-06,Delivered,0,9.75,Documents,66.38,Standard,Priority,Retail,Clear,High,WH-HFX-003,DRV00142,164.01,230.39,None,1,15.25,Low,On Time
SHP055436,TRK1837033179,UPS,Halifax,Moncton,265.46,4.13,2026-01-09,2026-01-10,2026-01-10,Delivered,0,16.05,Medium Parcel,47.02,Standard,Overnight,Enterprise,Snow,Low,WH-CGY-004,DRV01527,79.68,126.7,None,1,22.5,Low,On Time
SHP012858,TRK9479696889,UPS,Toronto,Montreal,543.55,8.66,2026-05-05,2026-05-07,2026-05-07,Delivered,0,28.86,Medium Parcel,104.44,Express,Overnight,Retail,Rain,High,WH-TOR-001,DRV01994,168.43,272.87,None,1,25.75,Medium,On Time
SHP030999,TRK2641441354,UPS,Toronto,Montreal,543.55,8.66,2026-05-05,2026-05-07,2026-05-09,Critical Delay,48,21.89,Documents,81.6,Express,Priority,Business,Rain,Medium,WH-TOR-001,DRV00801,205.16,286.76,Mechanical Issue,0,43.45,Medium,Severely Delayed
SHP071908,TRK5513089765,FedEx,Halifax,Moncton,265.46,4.13,2026-01-28,2026-01-29,2026-01-29,Minor Delay,2,7.98,Medium Parcel,50.76,Standard,Two-Day,Business,Clear,High,WH-VAN-005,DRV01830,75.05,125.81,Traffic,0,16.3,Low,Slight Delay
SHP013687,TRK6987732726,UPS,Calgary,Edmonton,300.44,4.62,2026-05-19,2026-05-20,2026-05-20,Delivered,0,12.2,Medium Parcel,57.66,Express,Two-Day,Enterprise,Rain,High,WH-VAN-005,DRV01340,77.43,135.09,None,1,25.75,Medium,On Time
SHP049495,TRK8627060458,Purolator,Vancouver,Kelowna,390.79,6.06,2026-06-04,2026-06-05,2026-06-08,Critical Delay,72,6.65,Medium Parcel,71.78,Same-Day,Ground,Enterprise,Clear,High,WH-VAN-005,DRV02108,81.72,153.5,Weather,0,43.25,Medium,Severely Delayed
SHP003062,TRK9092187292,Canada Post,Vancouver,Kelowna,390.79,6.06,2026-02-19,2026-02-20,2026-02-20,Delivered,0,5.44,Medium Parcel,54.84,Same-Day,Two-Day,Enterprise,Clear,Medium,WH-CGY-004,DRV01768,80.37,135.21,None,1,7.75,Low,On Time
SHP039631,TRK5322999986,UPS,Calgary,Edmonton,300.44,4.62,2026-03-02,2026-03-03,2026-03-03,Delivered,0,35.16,Electronics,86.78,Same-Day,Two-Day,Business,Clear,Severe,WH-CGY-004,DRV00317,114.45,201.23,None,1,22.75,Low,On Time
SHP066811,TRK3236695548,UPS,Toronto,Montreal,543.55,8.66,2026-01-13,2026-01-15,2026-01-15,Minor Delay,8,25.69,Electronics,79.46,Express,Overnight,Enterprise,Fog,Medium,WH-OTT-006,DRV02149,100.51,179.97,Carrier Delay,0,25.95,Medium,Slight Delay
SHP000274,TRK4768705174,Canada Post,Vancouver,Kelowna,390.79,6.06,2026-05-01,2026-05-02,2026-05-02,Delivered,0,31.6,Documents,74.68,Standard,Two-Day,Retail,Cloudy,Low,WH-VAN-005,DRV01048,150.7,225.38,None,1,6.75,Low,On Time
SHP028945,TRK7019448051,FedEx,Halifax,Moncton,265.46,4.13,2026-05-20,2026-05-21,2026-05-21,Delivered,0,23.41,Documents,70.57,Same-Day,Ground,Enterprise,Rain,Low,WH-HFX-003,DRV00680,96.81,167.38,None,1,13.75,Low,On Time
SHP014743,TRK4123241075,Canada Post,Ottawa,Toronto,404.47,6.65,2026-03-09,2026-03-10,2026-03-10,Delivered,0,6.03,Large Parcel,68.5,Express,Two-Day,Retail,Fog,Medium,WH-CGY-004,DRV02147,85.29,153.79,None,1,21.75,Low,On Time
SHP039094,TRK6416255707,DHL,Vancouver,Kelowna,390.79,6.06,2026-06-09,2026-06-10,2026-06-10,Delivered,0,31.14,Medium Parcel,71.2,Express,Ground,Enterprise,Rain,Low,WH-HFX-003,DRV01320,163.63,234.83,None,1,13.75,Low,On Time
SHP097850,TRK1629987980,Purolator,Halifax,Moncton,265.46,4.13,2026-04-21,2026-04-22,2026-04-22,Delivered,0,7.86,Documents,62.8,Standard,Priority,Business,Clear,Medium,WH-CGY-004,DRV00726,55.86,118.66,None,1,7.75,Low,On Time
